id.lot;id.tender;date;date.auction;id.procurer;id.bidder;cpv;procedure;threshold;transport;payment;count;expected.value;round.0;round.3;add.agreement;quantity;measurement
UA-2016-11-28-000864-c-L1;UA-2016-11-28-000864-c;28.11.2016;16.12.2016;40708982;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2200000;2004930;2004930;2297774;244444;метри кубічні
UA-2016-12-05-001349-b-L1;UA-2016-12-05-001349-b;05.12.2016;22.12.2016;23884875;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;977053;857064;857064;984253;96780;метри кубічні
UA-2016-12-02-001474-a-L1;UA-2016-12-02-001474-a;02.12.2016;21.12.2016;26256754;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;327098;286928;286928;329540;32400;метри кубічні
UA-2016-12-06-000943-b-L1;UA-2016-12-06-000943-b;06.12.2016;23.12.2016;40274710;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1331200;1151254;1151254;1322230;130000;метри кубічні
UA-2016-12-06-001457-a-L1;UA-2016-12-06-001457-a;06.12.2016;23.12.2016;2144588;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1158976;1016646;1016646;1167631;114800;метри кубічні
UA-2016-12-06-000873-b-L1;UA-2016-12-06-000873-b;06.12.2016;23.12.2016;23884591;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;398403;349476;349476;401378;39463;метри кубічні
UA-2016-12-06-000265-c-L1;UA-2016-12-06-000265-c;06.12.2016;23.12.2016;40178802;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;250000;209882;209882;241053;23700;метри кубічні
UA-2016-12-09-000510-a-L1;UA-2016-12-09-000510-a;09.12.2016;27.12.2016;33968030;39592941;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;385020;372522;372522;428076;41400;метри кубічні
UA-2016-11-04-000548-b-L1;UA-2016-11-04-000548-b;04.11.2016;05.12.2016;2147718;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3227880;2865971;2865971;3293829;339570;метри кубічні
UA-2016-12-12-000449-c-L1;UA-2016-12-12-000449-c;12.12.2016;29.12.2016;13974620;39589441;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3100000;3087476;3087476;3552500;350000;метри кубічні
UA-2016-12-16-000320-a-L1;UA-2016-12-16-000320-a;16.12.2016;24.01.2017;2145790;39589441;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;нет;до;2;9342350;8195043;8195043;9429350;929;тисяча кубічних метрів
UA-2016-11-29-000644-b-L1;UA-2016-11-29-000644-b;29.11.2016;16.12.2016;22554101;39589441;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1100000;1058563;1058563;1218000;120000;метри кубічні
UA-2016-12-06-001254-b-L1;UA-2016-12-06-001254-b;06.12.2016;23.12.2016;40199749;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;466674;440258;440258;507750;50000;метри кубічні
UA-2016-12-06-001352-b-L1;UA-2016-12-06-001352-b;06.12.2016;23.12.2016;5483247;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;705968;667200;667200;770000;80000;метри кубічні
UA-2016-12-08-002152-b-L1;UA-2016-12-08-002152-b;08.12.2016;26.12.2016;1998414;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;978852;925056;925056;1067586;110918;метри кубічні
UA-2016-12-29-000640-b-L1;UA-2016-12-29-000640-b;29.12.2016;17.01.2017;25006848;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;протягом розрах періоду;2;1660000;1657812;1657812;1914363;183000;метри кубічні
UA-2016-11-25-000359-c-L1;UA-2016-11-25-000359-c;25.11.2016;15.12.2016;301902;39572642;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1200000;1132385;1132385;1307625;125000;метри кубічні
UA-2016-11-14-000501-c-L1;UA-2016-11-14-000501-c;14.11.2016;01.12.2016;2361400;31252602;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1573072;1567409;1567409;1810435;185800;метри кубічні
UA-2016-12-01-001587-a-L1;UA-2016-12-01-001587-a;01.12.2016;23.12.2016;26357573;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;585000;538200;537550;625625;65000;метри кубічні
UA-2016-12-02-001718-a-L1;UA-2016-12-02-001718-a;02.12.2016;23.12.2016;39030603;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;450000;413500;413500;481250;50000;метри кубічні
UA-2016-11-01-000868-c-L1;UA-2016-11-01-000868-c;01.11.2016;18.11.2016;35993839;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;2425000;2370939;2370939;2759900;286000;метри кубічні
UA-2016-11-02-001588-b-L1;UA-2016-11-02-001588-b;02.11.2016;21.11.2016;2141756;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3310339;2909489;2847729;3328070;343100;метри кубічні
UA-2016-11-23-000174-c-L1;UA-2016-11-23-000174-c;23.11.2016;19.12.2016;1991429;34528630;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1698438;1451293;1425817;1684217;179172;метри кубічні
UA-2016-11-25-000272-b-L1;UA-2016-11-25-000272-b;25.11.2016;13.12.2016;36224721;39590621;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;662809;662808;662808;783094;73200;метри кубічні
UA-2016-09-02-000408-c-L1;UA-2016-09-02-000408-c;02.09.2016;21.09.2016;25771603;39201974;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3311000;3277890;3277890;3893736;473000;метри кубічні
UA-2016-11-09-000933-a-L2;UA-2016-11-09-000933-a;09.11.2016;26.12.2016;2070855;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;5;5868000;5214696;5126024;6128800;652000;метри кубічні
UA-2016-10-31-000848-a-L1;UA-2016-10-31-000848-a;31.10.2016;16.11.2016;30125754;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;1621686;1564786;1556991;1864800;185000;метри кубічні
UA-2016-10-31-000565-b-L1;UA-2016-10-31-000565-b;31.10.2016;08.12.2016;7807645;38488691;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;4;63000000;59178000;57370000;68796000;7000000;метри кубічні
UA-2016-11-07-000116-a-L1;UA-2016-11-07-000116-a;07.11.2016;27.12.2016;8029523;38488691;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;4;17642240;16800000;15899900;19068000;2000000;метри кубічні
UA-2016-11-01-000846-a-L1;UA-2016-11-01-000846-a;01.11.2016;21.12.2016;2124775;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;3;6372600;6022107;5989285;7186268;728092;метри кубічні
UA-2016-11-14-001316-a-L1;UA-2016-11-14-001316-a;14.11.2016;02.12.2016;5480766;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3431040;3374400;3199999;3850000;400000;метри кубічні
UA-2016-11-25-000965-c-L1;UA-2016-11-25-000965-c;25.11.2016;13.12.2016;8734581;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1045000;946000;912998;1098900;110000;метри кубічні
UA-2016-12-05-000626-b-L1;UA-2016-12-05-000626-b;05.12.2016;22.12.2016;2146392;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2250000;2034000;1825000;2198750;250000;метри кубічні
UA-2016-11-09-000933-a-L3;UA-2016-11-09-000933-a;09.11.2016;26.12.2016;2070855;31915956;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;5;945000;839790;818987;987000;105000;метри кубічні
UA-2016-11-21-000371-a-L1;UA-2016-11-21-000371-a;21.11.2016;08.12.2016;4396727;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2622385;2466067;2429999;2932944;299280;метри кубічні
UA-2016-12-06-001173-a-L1;UA-2016-12-06-001173-a;06.12.2016;22.12.2016;39421140;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;295104;291060;291060;352110;33;тисяча кубічних метрів
UA-2016-11-08-000658-c-L1;UA-2016-11-08-000658-c;08.11.2016;25.11.2016;5392691;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;547000;539028;539028;652113;63000;метри кубічні
UA-2016-11-14-000554-c-L1;UA-2016-11-14-000554-c;14.11.2016;01.12.2016;2143117;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;867033;864156;864156;1045451;101000;метри кубічні
UA-2016-11-11-000604-c-L1;UA-2016-11-11-000604-c;11.11.2016;29.11.2016;14033003;36424636;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;820000;817380;813280;983915;95000;метри кубічні
UA-2016-11-29-000301-a-L1;UA-2016-11-29-000301-a;29.11.2016;16.12.2016;1987273;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2160000;1968480;1847519;2235360;240000;метри кубічні
UA-2016-09-06-000387-b-L1;UA-2016-09-06-000387-b;06.09.2016;23.09.2016;2010971;36716332;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;811722;800040;783806;948366;118000;метри кубічні
UA-2016-11-21-001170-a-L1;UA-2016-11-21-001170-a;21.11.2016;08.12.2016;3341305;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3263040;3045504;2924479;3538586;362560;метри кубічні
UA-2016-11-28-000933-b-L1;UA-2016-11-28-000933-b;28.11.2016;15.12.2016;40576289;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2394000;2218440;2194500;2655478;266000;метри кубічні
UA-2016-11-10-000174-c-L1;UA-2016-11-10-000174-c;10.11.2016;29.11.2016;38297550;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3488900;3434000;3399111;4122500;425000;метри кубічні
UA-2016-10-31-000902-a-L1;UA-2016-10-31-000902-a;31.10.2016;12.12.2016;2147701;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;2;5588000;5504000;5218560;6424320;640000;метри кубічні
UA-2016-11-07-001103-b-L1;UA-2016-11-07-001103-b;07.11.2016;05.12.2016;8564854;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3619200;3486078;3328000;4118400;416000;метри кубічні
UA-2016-11-22-000600-a-L1;UA-2016-11-22-000600-a;22.11.2016;09.12.2016;2003913;36619059;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;2278890;2008600;1935995;2417580;242000;метри кубічні
UA-2016-12-09-001162-b-L1;UA-2016-12-09-001162-b;09.12.2016;28.12.2016;2147144;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2700000;2430000;2249990;2820000;300000;метри кубічні
UA-2016-12-09-001408-b-L1;UA-2016-12-09-001408-b;09.12.2016;27.12.2016;493698;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;3763800;3604500;3566862;4497750;450000;метри кубічні
UA-2016-11-16-001422-a-L1;UA-2016-11-16-001422-a;16.11.2016;22.12.2016;40506248;30732144;09123000-7 Природний газ;Відкриті торги із публікацією англ. мовою;Надпороги;;;2;29891534;29717100;29717100;37522044;3738;тисяча кубічних метрів
UA-2016-09-05-000204-b-L1;UA-2016-09-05-000204-b;05.09.2016;22.09.2016;492990;30732144;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;1351080;1155600;1128600;1435320;180000;метри кубічні
UA-2016-11-23-000274-a-L1;UA-2016-11-23-000274-a;23.11.2016;09.12.2016;35725833;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;1124500;1076400;1013999;1289600;130000;метри кубічні
UA-2016-09-21-001354-c-L1;UA-2016-09-21-001354-c;21.09.2016;11.10.2016;4591529;39672471;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;3;403558;377461;375461;477782;59000;метри кубічні
UA-2016-11-11-000231-c-L1;UA-2016-11-11-000231-c;11.11.2016;29.11.2016;26256866;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;1350000;1298899;1176450;1498850;155000;метри кубічні
UA-2016-11-30-000244-a-L1;UA-2016-11-30-000244-a;30.11.2016;19.12.2016;8564297;39869593;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;2751504;2298800;2150400;2772000;280;тисяча кубічних метрів
UA-2016-09-09-000548-c-L1;UA-2016-09-09-000548-c;09.09.2016;28.09.2016;38813974;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;380000;335135;335135;432513;49430;метри кубічні
UA-2016-09-15-000862-c-L1;UA-2016-09-15-000862-c;15.09.2016;04.10.2016;8733794;37243368;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;200000;189525;185525;241965;28500;метри кубічні
UA-2016-12-05-000705-a-L1;UA-2016-12-05-000705-a;05.12.2016;22.12.2016;1998383;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;;;3;4024018;3249600;3039832;3998000;400000;метри кубічні
UA-2016-09-13-000304-b-L1;UA-2016-09-13-000304-b;13.09.2016;30.09.2016;40175733;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;3608636;3526368;3374639;4578000;523200;метри кубічні
UA-2016-09-07-001112-c-L1;UA-2016-09-07-001112-c;07.09.2016;26.09.2016;40576289;31915956;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;4;770000;575789;552050;773910;90000;метри кубічні
UA-2016-11-23-001770-a-L1;UA-2016-11-23-001770-a;23.11.2016;12.12.2016;3189185;36860996;09123000-7 Природний газ;Відкриті торги;Надпороги;;;2;3400000;2736160;2736160;3959200;392;тисяча кубічних метрів
UA-2016-12-21-002097-b-L1;UA-2016-12-21-002097-b;21.12.2016;10.01.2017;1566212;39594527;09123000-7 Природний газ;Відкриті торги;Надпороги;нет;после;2;320000;283386;283386;283392;32000;метри кубічні
